client_id,client_name,country,investment_goal,risk_profile,account_type
1179,Jon Alvarez,Jordan,Balanced,Conservative,individual
1180,Kevin Crawford,Mauritius,Income,Conservative,individual
1181,Felicia Ward,Saint Helena,Income,Aggressive,corporate
1182,Tommy Bass,Micronesia,Income,Conservative,corporate
1183,Teresa Sullivan,Christmas Island,Income,Conservative,individual
1184,Anthony Fleming,Tuvalu,Growth,Moderate,individual
1185,Cheryl Meyer,Cameroon,Income,Moderate,corporate
1186,William Moon,Peru,Balanced,Conservative,individual
1187,Sheena Scott,Sierra Leone,Income,Aggressive,individual
1188,Devin Terry,Latvia,Income,Conservative,corporate
1189,Alejandra Collins,Palau,Balanced,Aggressive,corporate
1190,Sally Simpson,Croatia,Balanced,Moderate,individual
1191,Shelley Doyle,South Africa,Income,Aggressive,corporate
1192,Corey Cruz,Uzbekistan,Growth,Conservative,individual
1193,Brian Chavez,Yemen,Growth,Moderate,individual
1194,Shane Blair,United Arab Emirates,Balanced,Conservative,corporate
1195,Matthew Klein,Bahamas,Growth,Conservative,corporate
1196,Daniel Snyder,Ecuador,Balanced,Moderate,corporate
1197,Lisa Hughes,Holy See (Vatican City State),Balanced,Conservative,individual
1198,Lisa Dorsey,Belarus,Income,Conservative,individual
1199,Zachary Savage,Cuba,Growth,Aggressive,individual
1200,Crystal Mendez,Cocos (Keeling) Islands,Income,Conservative,corporate
1201,Erik Ellis,Madagascar,Balanced,Aggressive,corporate
1202,Hannah Shaw,Zimbabwe,Growth,Moderate,corporate
1203,Denise Arroyo,Cayman Islands,Balanced,Conservative,individual
1204,Adrienne Gibson,Reunion,Growth,Conservative,corporate
1205,Michael Meyers,Tanzania,Growth,Conservative,individual
1206,Jacob Johnson,American Samoa,Income,Moderate,corporate
1207,Antonio Lee,Guinea,Balanced,Moderate,corporate
1208,Mr. Aaron Cox,Central African Republic,Growth,Moderate,corporate
1209,Heather Martin,Spain,Growth,Conservative,individual
1210,Sarah Fernandez,Netherlands,Income,Conservative,individual
1211,Kristina Henry,Mexico,Balanced,Conservative,corporate
1212,Laura Sanders,Gibraltar,Balanced,Conservative,corporate
1213,Martha Aguilar,Kuwait,Income,Moderate,individual
1214,Brenda Flowers,Luxembourg,Income,Aggressive,corporate
1215,Mr. Steven Shaw MD,Marshall Islands,Balanced,Conservative,individual
1216,Blake Lopez,Samoa,Income,Aggressive,individual
1217,Lisa Gutierrez,Equatorial Guinea,Growth,Conservative,individual
1218,Aaron White,Gambia,Income,Moderate,individual
1219,Joel Parrish,Algeria,Balanced,Moderate,individual
1220,Katherine Smith,Dominican Republic,Balanced,Conservative,corporate
1221,Maria Cook,Austria,Balanced,Aggressive,individual
1222,Jamie Poole,Heard Island and McDonald Islands,Growth,Conservative,corporate
1223,Robin Campos,Romania,Growth,Conservative,individual
1224,Deborah Barker,Germany,Balanced,Aggressive,individual
1225,Jason Farmer,Northern Mariana Islands,Balanced,Aggressive,individual
1226,Philip Ross,Romania,Balanced,Aggressive,corporate
1227,Veronica Ramirez,Cambodia,Growth,Aggressive,individual
1228,Samantha Stevens,Togo,Balanced,Moderate,individual
1229,Amy Smith,Brazil,Income,Aggressive,corporate
1230,Erica Hubbard,Morocco,Balanced,Moderate,corporate
1231,Sherry Jackson,Angola,Balanced,Moderate,individual
1232,Adrian Barrera,India,Income,Aggressive,corporate
1233,Austin Harrell,Ethiopia,Balanced,Moderate,individual
1234,Ashley Perkins,Azerbaijan,Balanced,Conservative,corporate
1235,Jeffrey Moore,Andorra,Income,Moderate,individual
1236,George Wilson,Guinea-Bissau,Growth,Aggressive,corporate
1237,David Joseph,Seychelles,Balanced,Conservative,individual
1238,Samantha Hernandez,Korea,Growth,Moderate,individual
1239,Alexander Walsh,Portugal,Income,Moderate,individual
1240,Brandon Allen,Lithuania,Income,Aggressive,corporate
1241,Cristina Dunlap,Venezuela,Growth,Conservative,individual
1242,Christopher Martin,Myanmar,Growth,Moderate,individual
1243,Douglas Green,Portugal,Balanced,Aggressive,individual
1244,Anthony Flores,Uzbekistan,Growth,Aggressive,corporate
1245,Regina Pace,Saint Martin,Growth,Aggressive,individual
1246,Jacob Rodgers,Guam,Balanced,Aggressive,individual
1247,Michaela Burns,Bulgaria,Income,Conservative,individual
1248,Beverly Shannon,Azerbaijan,Balanced,Conservative,corporate
1249,Tamara Wilcox,Taiwan,Income,Aggressive,individual
1250,Amy Richardson,Comoros,Income,Moderate,corporate
1251,Douglas Dennis,Norfolk Island,Growth,Moderate,individual
1252,Ms. Joanne Mueller,Denmark,Income,Moderate,corporate
1253,Paul Weber,Thailand,Balanced,Conservative,corporate
1254,Jessica Hernandez,Senegal,Balanced,Aggressive,individual
1255,Anna Vaughn,United Kingdom,Balanced,Moderate,individual
1256,Samuel Maldonado,Somalia,Growth,Aggressive,corporate
1257,Edward Payne,Falkland Islands (Malvinas),Growth,Conservative,corporate
1258,Michelle Gill,Colombia,Growth,Aggressive,corporate
1259,Mrs. Stacey Stevens DVM,New Zealand,Balanced,Moderate,corporate
1260,Laurie Kim,Congo,Income,Conservative,corporate
1261,Rebecca Henry,Saint Pierre and Miquelon,Income,Conservative,corporate
1262,Gordon Williams,Cocos (Keeling) Islands,Income,Conservative,corporate
1263,Marcus Lopez,Tokelau,Growth,Conservative,individual
1264,John Nelson,Kazakhstan,Income,Aggressive,individual
1265,Kristen Jones,Tajikistan,Growth,Conservative,individual
1266,Mark Ward,Aruba,Balanced,Aggressive,individual
1267,Katherine Holland,Benin,Growth,Conservative,individual
1268,Daniel Taylor,Cayman Islands,Income,Conservative,individual
1269,Jacqueline Fernandez,Saint Helena,Income,Conservative,individual
1270,Yvonne Brown,Solomon Islands,Income,Conservative,individual
1271,Tonya Myers,United Arab Emirates,Balanced,Aggressive,corporate
1272,Lori Reed,Belarus,Income,Aggressive,individual
1273,Dennis Keith,United Arab Emirates,Growth,Conservative,individual
1274,Oscar Thompson,Morocco,Balanced,Moderate,individual
1275,Danielle Hurley,Gibraltar,Growth,Conservative,corporate
1276,Elizabeth Rogers,Colombia,Growth,Moderate,individual
1277,Stephanie Keller,Qatar,Income,Aggressive,corporate
1278,Rebecca Grant,Timor-Leste,Income,Conservative,individual
1279,Victoria Goodwin,Cape Verde,Balanced,Moderate,corporate
1280,Jessica Coleman,Mexico,Income,Aggressive,corporate
1281,Tom Mays,Denmark,Income,Moderate,corporate
1282,Crystal Jordan,Pitcairn Islands,Income,Moderate,corporate
1283,Jerome Kelley,Antarctica (the territory South of 60 deg S),Income,Conservative,corporate
1284,Elizabeth Bradford,Tajikistan,Growth,Moderate,corporate
1285,Aaron Sanchez,Zambia,Balanced,Conservative,individual
1286,Dana Jackson,Philippines,Balanced,Conservative,individual
1287,Jean Jimenez,Luxembourg,Balanced,Conservative,corporate
1288,Michele Esparza DDS,Equatorial Guinea,Growth,Conservative,individual
1289,Bridget Watts,Venezuela,Balanced,Aggressive,individual
1290,Lisa Atkinson,Namibia,Income,Aggressive,individual
1291,Cody Mitchell,Reunion,Income,Aggressive,individual
1292,Walter Morris,Eritrea,Growth,Moderate,corporate
1293,Hannah Lewis,Holy See (Vatican City State),Balanced,Moderate,individual
1294,Elizabeth Aguilar,Micronesia,Growth,Conservative,individual
1295,Justin Underwood,United Arab Emirates,Income,Conservative,corporate
1296,Carrie Wall,Morocco,Growth,Aggressive,individual
1297,Jeremy Underwood,Romania,Growth,Conservative,individual
1298,Alison Stephens,Tonga,Growth,Aggressive,individual
1299,Rebecca Keller,Paraguay,Growth,Conservative,corporate
1300,Carl Sanchez,Papua New Guinea,Balanced,Moderate,individual
1301,Julia Black,Maldives,Income,Moderate,corporate
1302,Megan Hansen,Armenia,Income,Aggressive,corporate
1303,Rebecca Morales,China,Income,Conservative,individual
1304,Donna Green,Jordan,Growth,Moderate,individual
1305,Allen Newman,Yemen,Balanced,Aggressive,corporate
1306,John Anderson,Kyrgyz Republic,Growth,Moderate,corporate
1307,Jason Smith,British Indian Ocean Territory (Chagos Archipelago),Growth,Moderate,individual
1308,Devin Anderson,Ghana,Income,Aggressive,corporate
1309,Steven Smith,Sudan,Balanced,Aggressive,corporate
1310,Janet Gonzales,Mongolia,Balanced,Conservative,individual
1311,Nicholas Acosta,Colombia,Balanced,Aggressive,corporate
1312,Paula Murphy,Belize,Income,Aggressive,corporate
1313,Troy Chavez,Malaysia,Balanced,Conservative,individual
1314,Jacob Ellis,Netherlands,Balanced,Conservative,individual
1315,Jessica Dodson,Samoa,Income,Moderate,individual
1316,Samantha Guerrero,United Kingdom,Income,Moderate,corporate
1317,Sarah Page,South Georgia and the South Sandwich Islands,Income,Moderate,corporate
1318,Jacob Best,Saint Barthelemy,Balanced,Aggressive,individual
1319,Matthew Thomas,Portugal,Growth,Moderate,individual
1320,Ashley Williams,Ethiopia,Income,Moderate,corporate
1321,Traci Randolph,British Indian Ocean Territory (Chagos Archipelago),Balanced,Conservative,individual
1322,Carol Salinas,El Salvador,Growth,Conservative,corporate
1323,Victor Jenkins DVM,Timor-Leste,Balanced,Aggressive,corporate
1324,Heather Lynch,United Arab Emirates,Income,Conservative,individual
1325,Monica Robertson,Rwanda,Growth,Aggressive,corporate
1326,Robert Sanchez,Puerto Rico,Growth,Moderate,corporate
1327,Tiffany Murray,Japan,Income,Moderate,corporate
1328,Mr. Walter Miller,Saint Lucia,Balanced,Moderate,corporate
1329,Amy Wood,Equatorial Guinea,Balanced,Moderate,individual
1330,Shawn Hicks,Cameroon,Income,Conservative,individual
1331,Kevin Cooper,Cocos (Keeling) Islands,Balanced,Aggressive,corporate
1332,David Hall,Mauritania,Income,Moderate,corporate
1333,Greg Clark,Bulgaria,Income,Moderate,corporate
1334,Adam Cummings,Japan,Balanced,Conservative,corporate
1335,Mr. Adam Fleming,Lebanon,Income,Conservative,corporate
1336,Kevin Nelson,Equatorial Guinea,Income,Moderate,individual
1337,Christopher Kelly,Cayman Islands,Growth,Aggressive,individual
1338,Eugene Rodriguez,Guam,Balanced,Moderate,corporate
1339,Kristen Adams PhD,Marshall Islands,Income,Conservative,individual
1340,Corey Wallace,Madagascar,Income,Aggressive,individual
1341,Jessica Roberts,Cape Verde,Balanced,Moderate,corporate
1342,Diane Crawford,Ethiopia,Balanced,Aggressive,corporate
1343,Amy Ellison,Poland,Growth,Conservative,corporate
1344,Eric Oconnell,Vietnam,Growth,Aggressive,individual
1345,Robert Rodriguez,Djibouti,Income,Moderate,corporate
1346,Tracy Warren,Solomon Islands,Income,Moderate,individual
1347,Michelle Humphrey,Bahamas,Income,Aggressive,individual
1348,Dawn Harris,Canada,Income,Moderate,individual
1349,Sarah Huffman,Chad,Balanced,Aggressive,corporate
1350,Caroline Solis,Cambodia,Growth,Aggressive,corporate
1351,Richard Andrews,Japan,Balanced,Conservative,corporate
1352,Jennifer Jones,Nicaragua,Growth,Conservative,individual
1353,Kathy Kelly,Malawi,Growth,Aggressive,corporate
1354,Mandy Nelson,Kyrgyz Republic,Balanced,Moderate,individual
1355,Patricia Calhoun,Hong Kong,Growth,Aggressive,individual
1356,Melissa Mckee,Samoa,Income,Moderate,individual
1357,Mary Henderson,Cambodia,Income,Aggressive,individual
1358,Keith Bowen,Oman,Balanced,Conservative,individual
1359,Laurie Dixon,Cook Islands,Growth,Moderate,individual
1360,William King,Libyan Arab Jamahiriya,Income,Conservative,individual
1361,Shannon Ruiz,Luxembourg,Income,Aggressive,individual
1362,William Baker,Ireland,Income,Moderate,individual
1363,Brittany Elliott,Thailand,Income,Aggressive,corporate
1364,John Velez,Kuwait,Growth,Conservative,corporate
1365,Gabriel Grimes,Cameroon,Income,Conservative,corporate
1366,Christopher Tran,Equatorial Guinea,Growth,Aggressive,individual
1367,Steve Stone,El Salvador,Balanced,Moderate,individual
1368,Harold Stephens,Barbados,Growth,Moderate,individual
1369,Luis Brooks,Azerbaijan,Income,Moderate,individual
1370,Jennifer Rodriguez,Japan,Growth,Conservative,corporate
1371,Katherine Diaz,Saint Martin,Balanced,Moderate,individual
1372,Dwayne Hill,Kazakhstan,Income,Moderate,corporate
1373,Leslie Underwood Jr.,Norfolk Island,Growth,Conservative,individual
1374,Kimberly Rivera,Nigeria,Growth,Aggressive,individual
1375,Derek Dunn,Latvia,Growth,Conservative,corporate
1376,Richard Rivera,Morocco,Balanced,Conservative,corporate
1377,Jessica Greer,Brazil,Income,Aggressive,individual
1378,Wesley Martinez,Korea,Balanced,Aggressive,corporate
1379,Miranda Smith,Seychelles,Growth,Aggressive,corporate
1380,Dylan Shaw,Philippines,Income,Moderate,corporate
1381,Joseph Tucker,Marshall Islands,Balanced,Moderate,individual
1382,Sean Simmons,Saint Vincent and the Grenadines,Growth,Aggressive,individual
1383,James Sawyer,British Indian Ocean Territory (Chagos Archipelago),Balanced,Aggressive,individual
1384,David Hernandez,Lithuania,Balanced,Aggressive,corporate
1385,David Thomas,Malawi,Balanced,Conservative,corporate
1386,Michael Henderson,Puerto Rico,Income,Aggressive,individual
1387,Dominic Long,Macao,Income,Aggressive,corporate
1388,Brandon Palmer,Taiwan,Balanced,Conservative,corporate
1389,Sheila Johnson,Bulgaria,Income,Moderate,corporate
1390,Jason Valdez,Netherlands Antilles,Balanced,Moderate,corporate
1391,Karen Jimenez,Australia,Growth,Conservative,corporate
1392,Julie Clay,Mauritius,Income,Conservative,individual
1393,Alan Johnson,Timor-Leste,Growth,Moderate,individual
1394,Joshua Robinson,Lebanon,Balanced,Moderate,corporate
1395,Michael Moody DVM,Netherlands,Balanced,Conservative,individual
1396,Eric David,Honduras,Balanced,Moderate,corporate
1397,Alexander Ortega,Western Sahara,Income,Aggressive,individual
1398,James Anderson,South Georgia and the South Sandwich Islands,Balanced,Conservative,corporate
1399,Robert Mack DDS,Sao Tome and Principe,Balanced,Aggressive,individual
1400,Jason Foster,Fiji,Income,Conservative,corporate
1401,Whitney Wright,Syrian Arab Republic,Growth,Conservative,corporate
1402,Christina Joyce,Niue,Growth,Aggressive,corporate
1403,Theresa Gonzalez,Kiribati,Balanced,Moderate,corporate
1404,Brian Sanders,Cambodia,Income,Aggressive,individual
1405,Jason Hicks,Guernsey,Growth,Aggressive,individual
1406,Reginald Harper DDS,Antigua and Barbuda,Income,Aggressive,individual
1407,Jennifer Ibarra,Senegal,Balanced,Aggressive,corporate
1408,Michael Ramirez,Morocco,Growth,Aggressive,individual
1409,Franklin Garcia,Zambia,Growth,Moderate,individual
1410,Lisa Schmidt,United Arab Emirates,Income,Conservative,individual
1411,Daniel Watts,Azerbaijan,Income,Conservative,individual
1412,Travis Smith,Germany,Balanced,Aggressive,corporate
1413,David Taylor,Kuwait,Growth,Conservative,individual
1414,Ann Mcconnell,Vietnam,Growth,Conservative,corporate
1415,Jesus Harris,Puerto Rico,Balanced,Conservative,corporate
1416,Douglas Harmon,Moldova,Income,Conservative,corporate
1417,David Davis,Kenya,Balanced,Aggressive,corporate
1418,Adrian Romero,Syrian Arab Republic,Growth,Aggressive,individual
1419,Amy Miller,Papua New Guinea,Balanced,Conservative,individual
1420,Anthony Harris,Niue,Growth,Moderate,individual
1421,Sean Perez,Norway,Income,Conservative,corporate
1422,Christina Solomon,Mongolia,Growth,Conservative,corporate
1423,Catherine White,Svalbard & Jan Mayen Islands,Growth,Moderate,individual
1424,Sierra Carter,Chad,Growth,Moderate,corporate
1425,Cassandra White,Tajikistan,Balanced,Aggressive,corporate
1426,Martin Davis,Timor-Leste,Growth,Aggressive,individual
1427,Heather Schultz,Czech Republic,Balanced,Conservative,corporate
1428,Ricky Davidson,Malawi,Growth,Aggressive,corporate
1429,Jason Rodriguez,Lesotho,Income,Conservative,corporate
1430,Chelsey Davis,Macao,Balanced,Conservative,corporate
1431,Brittany Garcia,Uzbekistan,Growth,Moderate,individual
1432,Keith Smith,Nauru,Balanced,Aggressive,corporate
1433,Mark Hogan,Bhutan,Balanced,Moderate,individual
1434,Katelyn Brooks,Tonga,Balanced,Aggressive,individual
1435,David Brown,British Indian Ocean Territory (Chagos Archipelago),Income,Aggressive,corporate
1436,Tammie Gonzales,Bangladesh,Growth,Moderate,individual
1437,Robert Brown,Grenada,Growth,Moderate,corporate
1438,Paul Rogers,Somalia,Balanced,Conservative,individual
1439,Jason Johnson,Falkland Islands (Malvinas),Balanced,Conservative,individual
1440,Christina Martinez,Mozambique,Income,Aggressive,corporate
1441,Joshua Smith,Palau,Income,Aggressive,corporate
1442,Lori Barry MD,Micronesia,Income,Moderate,individual
1443,John Davis,France,Income,Moderate,corporate
1444,Donald Bruce,Bangladesh,Balanced,Aggressive,individual
1445,Shannon Wise,India,Growth,Conservative,corporate
1446,Steven Schultz,United Kingdom,Balanced,Conservative,individual
1447,Brandon Cannon,Antarctica (the territory South of 60 deg S),Income,Aggressive,individual
1448,Mark Reyes,Niue,Balanced,Conservative,corporate
1449,Mary Young,Cuba,Income,Aggressive,corporate
1450,Mark Powell,Bosnia and Herzegovina,Income,Moderate,corporate
1451,Jennifer Johnson,Tajikistan,Balanced,Moderate,corporate
1452,Scott Hansen,Canada,Income,Moderate,corporate
1453,Patrick Jacobson,Somalia,Balanced,Moderate,individual
1454,Manuel Parker,Togo,Income,Conservative,corporate
1455,Jennifer Howard,Aruba,Growth,Conservative,individual
1456,Kimberly Ward,Micronesia,Growth,Conservative,individual
1457,Jessica Hamilton,Tunisia,Growth,Aggressive,individual
1458,Louis Rice,China,Income,Conservative,individual
1459,Debra Patterson,Saint Martin,Balanced,Moderate,individual
1460,Christopher Salazar,Niue,Balanced,Aggressive,corporate
1461,Angela Hansen,Saudi Arabia,Growth,Conservative,individual
1462,Edward Holmes,Dominica,Income,Aggressive,corporate
1463,Bradley Jones,Holy See (Vatican City State),Income,Aggressive,corporate
1464,Lisa Johnson PhD,Egypt,Growth,Aggressive,corporate
1465,Logan Hudson,Greenland,Balanced,Conservative,corporate
1466,Carlos Graham,Turks and Caicos Islands,Growth,Conservative,corporate
1467,Charles Foster,Australia,Balanced,Aggressive,individual
1468,Laura Smith,Bulgaria,Income,Conservative,corporate
1469,Ashley Martin,Falkland Islands (Malvinas),Income,Aggressive,corporate
1470,Cassie Johnson,Ireland,Balanced,Moderate,individual
1471,Kyle Lamb,Sri Lanka,Growth,Aggressive,corporate
1472,Craig Leach,Qatar,Balanced,Moderate,corporate
1473,Jason Martinez,Martinique,Balanced,Moderate,individual
1474,Amanda Sandoval,Christmas Island,Income,Aggressive,corporate
1475,James Miller,Guadeloupe,Income,Moderate,corporate
1476,Eugene Baker,San Marino,Income,Conservative,corporate
1477,Lisa Roberts,Bouvet Island (Bouvetoya),Income,Aggressive,individual
1478,Eric Page,Jordan,Income,Conservative,corporate
1479,Cassie Davis,Cook Islands,Income,Conservative,individual
1480,Alexandra Daniel,Kazakhstan,Growth,Conservative,individual
1481,Scott Smith,Netherlands Antilles,Balanced,Aggressive,individual
1482,Chelsea Kim,Czech Republic,Balanced,Moderate,corporate
1483,Tammy Stephens,Malta,Growth,Conservative,corporate
1484,Julie Smith,Mauritius,Growth,Aggressive,individual
1485,David Johnson,Bulgaria,Income,Aggressive,individual
1486,Timothy Olsen,United States Virgin Islands,Balanced,Moderate,individual
1487,Courtney Richardson,Macao,Income,Conservative,individual
1488,Catherine Rogers,French Southern Territories,Income,Moderate,corporate
1489,Christine Jensen,Guatemala,Income,Conservative,corporate
1490,Monica Richardson,Palestinian Territory,Growth,Aggressive,individual
1491,Dr. Lynn Russell,Portugal,Income,Aggressive,corporate
1492,Justin Wright,Romania,Income,Aggressive,individual
1493,Karen Owen,Panama,Balanced,Aggressive,individual
1494,John Fitzgerald,Albania,Balanced,Moderate,individual
1495,Jamie Petty,Senegal,Balanced,Moderate,individual
1496,Brenda Bowman,Christmas Island,Income,Moderate,corporate
1497,Gina Lee,Belize,Growth,Conservative,corporate
1498,Nicole Castillo,Wallis and Futuna,Balanced,Moderate,corporate
1499,Kimberly Allen,Moldova,Income,Conservative,corporate
1500,Deborah Williams,Saint Helena,Balanced,Moderate,individual
1501,James Collins,Lesotho,Growth,Aggressive,corporate
1502,Brianna Wilson,Norfolk Island,Balanced,Conservative,corporate
1503,Krista Bennett,Honduras,Growth,Moderate,individual
1504,Theresa Perez,Saint Helena,Balanced,Conservative,individual
1505,Joseph Romero,Norfolk Island,Income,Aggressive,individual
1506,Amanda Crawford,Lesotho,Balanced,Aggressive,individual
1507,Benjamin Potts,Sweden,Income,Conservative,individual
1508,Jade Garrett,Samoa,Balanced,Moderate,corporate
1509,Anne Hoffman,Falkland Islands (Malvinas),Income,Aggressive,corporate
1510,Amber Simmons,Syrian Arab Republic,Balanced,Conservative,individual
1511,Lawrence Jones,Libyan Arab Jamahiriya,Income,Aggressive,individual
1512,Eric Conner,Burundi,Growth,Conservative,corporate
1513,Frank Prince,Tuvalu,Income,Conservative,corporate
1514,James Ellis,Guatemala,Income,Conservative,corporate
1515,Kristin Hart,Uganda,Balanced,Moderate,corporate
1516,Juan Barton,Kiribati,Income,Conservative,individual
1517,John Williams,Fiji,Balanced,Moderate,individual
1518,Michaela Moran,Luxembourg,Growth,Conservative,corporate
1519,Christopher King,Saint Lucia,Income,Aggressive,individual
1520,Dalton Kirk,United Kingdom,Balanced,Aggressive,corporate
1521,Stephanie Lewis,Mauritania,Income,Aggressive,individual
1522,Jerome Patrick,Cambodia,Income,Conservative,individual
1523,Juan Anderson,Nepal,Income,Conservative,individual
1524,Natasha Booker,United States Minor Outlying Islands,Balanced,Aggressive,corporate
1525,Donald Vincent,Tonga,Growth,Moderate,individual
1526,Ethan Reeves,Israel,Balanced,Aggressive,corporate
1527,Sergio Hansen,Moldova,Income,Conservative,corporate
1528,Jacob Best,Korea,Income,Conservative,corporate
1529,Amber Fox,Mongolia,Growth,Conservative,corporate
1530,Kelly Adams,Marshall Islands,Growth,Conservative,corporate
1531,Kevin Rodriguez,Guernsey,Balanced,Aggressive,individual
1532,Jeffery Green,Turkmenistan,Balanced,Aggressive,individual
1533,Mary Johnson,Faroe Islands,Growth,Conservative,individual
1534,Jonathan Burns,Swaziland,Income,Aggressive,corporate
1535,Ashley Brown,Czech Republic,Growth,Moderate,individual
1536,Kevin Dougherty,Benin,Growth,Aggressive,corporate
1537,Deborah Lewis,Anguilla,Growth,Conservative,corporate
1538,Wesley Pearson,Western Sahara,Balanced,Conservative,individual
1539,Michelle Irwin,Jamaica,Income,Aggressive,individual
1540,Jacob Cardenas,Hong Kong,Growth,Moderate,corporate
1541,Melissa Mullins,Bouvet Island (Bouvetoya),Income,Conservative,individual
1542,Chris Parker DDS,United States of America,Income,Conservative,corporate
1543,Alexander White,New Caledonia,Balanced,Aggressive,corporate
1544,Sandra Green,Gambia,Growth,Conservative,individual
1545,Mallory Mills,Nepal,Growth,Moderate,corporate
1546,Megan Gray,Tajikistan,Balanced,Aggressive,individual
1547,Breanna Greene,Pakistan,Balanced,Moderate,individual
1548,Isabella Johnson,Netherlands Antilles,Balanced,Aggressive,individual
1549,Matthew Valdez,Belize,Growth,Conservative,individual
1550,Sarah Phillips,Bulgaria,Income,Aggressive,corporate
1551,Timothy Jones,Antigua and Barbuda,Balanced,Conservative,individual
1552,Clinton Drake,Cuba,Growth,Conservative,individual
1553,Chad Williams,Ireland,Income,Moderate,individual
1554,Steven Washington,Eritrea,Income,Moderate,corporate
1555,Elizabeth Butler,Bhutan,Growth,Aggressive,corporate
1556,Anthony Garcia,Belarus,Income,Conservative,corporate
1557,Sean Garcia,Azerbaijan,Growth,Aggressive,corporate
1558,Cameron Carter MD,Senegal,Growth,Conservative,individual
1559,Brad Chen,Liechtenstein,Balanced,Moderate,corporate
1560,Mr. Jesse Hernandez PhD,Sao Tome and Principe,Income,Conservative,corporate
1561,Christian Floyd,Saint Helena,Income,Aggressive,individual
1562,Brandy Frazier,Maldives,Growth,Conservative,individual
1563,Alexander Spencer,Ukraine,Growth,Conservative,corporate
1564,Megan Baxter,Vietnam,Balanced,Moderate,corporate
1565,Aaron Allen,Palestinian Territory,Growth,Aggressive,corporate
1566,Jimmy Martinez,Guinea,Balanced,Aggressive,corporate
1567,James Morris,Western Sahara,Balanced,Aggressive,individual
1568,Shane Chavez,Bangladesh,Growth,Moderate,corporate
1569,Charles Flores,Latvia,Balanced,Conservative,individual
1570,Jessica Evans,Poland,Income,Moderate,individual
1571,Linda Rogers,Guernsey,Income,Aggressive,individual
1572,Amy Pittman,Marshall Islands,Growth,Aggressive,individual
1573,Jason Stone,Nigeria,Growth,Conservative,corporate
1574,Sara Williams,Montenegro,Growth,Moderate,individual
1575,Tiffany Travis,American Samoa,Growth,Aggressive,corporate
1576,Lisa Dillon,Madagascar,Balanced,Conservative,corporate
1577,Jennifer Carey,Benin,Balanced,Moderate,corporate
1578,Patrick Aguirre,Myanmar,Balanced,Moderate,corporate
1579,Steve Foster,Hong Kong,Balanced,Moderate,individual
1580,Scott Quinn,Philippines,Balanced,Moderate,individual
1581,Chad Goodman,United States of America,Income,Aggressive,individual
1582,Jodi Thompson,Christmas Island,Growth,Conservative,corporate
1583,Dr. Christy Quinn,Aruba,Growth,Aggressive,corporate
1584,Miguel Rivers,Botswana,Balanced,Conservative,individual
1585,Christopher Holmes,Gibraltar,Growth,Aggressive,corporate
1586,Lindsey Blanchard,Kazakhstan,Income,Conservative,individual
1587,Joanna Calderon,Sweden,Growth,Conservative,corporate
1588,Nicole Murillo,Belarus,Balanced,Aggressive,corporate
1589,Jasmin Watkins,Timor-Leste,Income,Aggressive,individual
1590,Stephanie Harris,Lebanon,Growth,Aggressive,individual
1591,Marcia Curry,China,Balanced,Conservative,corporate
1592,Dr. Hannah James MD,Saint Barthelemy,Balanced,Aggressive,individual
1593,Andrea Richards,Grenada,Growth,Conservative,corporate
1594,Susan Chapman,Cape Verde,Growth,Conservative,individual
1595,Pam Jackson,Seychelles,Income,Conservative,individual
1596,Megan Moss,Netherlands,Income,Conservative,individual
1597,Jordan Johnson,Honduras,Income,Moderate,individual
1598,Patricia Dixon,Saudi Arabia,Growth,Aggressive,corporate
1599,Anna Flores,Anguilla,Balanced,Conservative,corporate
1600,Lisa Morris,Kenya,Income,Moderate,individual
1601,Lauren Diaz,Swaziland,Income,Conservative,individual
1602,Casey Wilson,Timor-Leste,Income,Aggressive,corporate
1603,Kenneth Pena,Central African Republic,Balanced,Moderate,corporate
1604,Carrie Roberts,Uzbekistan,Growth,Conservative,corporate
1605,Rhonda Hudson,Saint Helena,Growth,Conservative,corporate
1606,Darius Wilson,Ukraine,Balanced,Moderate,corporate
1607,Thomas Ortega,South Africa,Growth,Conservative,corporate
1608,Eric Long,Guatemala,Growth,Moderate,corporate
1609,Vanessa Thompson,Mauritania,Income,Moderate,individual
1610,Joshua Smith,Barbados,Growth,Aggressive,individual
1611,Victoria Adams,Myanmar,Income,Aggressive,individual
1612,Joseph Martin,Rwanda,Balanced,Moderate,corporate
1613,Dr. John Murphy,Turkey,Income,Aggressive,individual
1614,Gary Woodward,Maldives,Income,Aggressive,individual
1615,Matthew Weeks,Kyrgyz Republic,Balanced,Conservative,corporate
1616,Barbara Simon,Sri Lanka,Balanced,Moderate,individual
1617,Janet Pittman,Oman,Growth,Aggressive,individual
1618,Anna Miller,Seychelles,Income,Aggressive,corporate
1619,Elizabeth Hale,Montserrat,Growth,Moderate,individual
1620,Taylor Berry,Monaco,Income,Aggressive,individual
1621,Amanda Silva,Venezuela,Balanced,Moderate,individual
1622,Lauren Pratt,Czech Republic,Balanced,Aggressive,individual
1623,David Salazar,Holy See (Vatican City State),Growth,Moderate,individual
1624,Daniel Blanchard,Saint Vincent and the Grenadines,Balanced,Conservative,individual
1625,Lisa Williams,Australia,Growth,Conservative,corporate
1626,Kelly Spence,Jamaica,Balanced,Aggressive,corporate
1627,Carol Bailey,Ireland,Growth,Moderate,corporate
